textId,sourceType,studentId,text,signalType,confidence,severity,requiresReview
TXT-017919,mood_checkin,STU-2026-0512,"Aggressive confrontation in the hallway, someone kicked my backpack into the trash.",aggression,0.828,high,True
TXT-017920,mood_checkin,STU-2026-0512,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.807,low,False
TXT-017921,mood_checkin,STU-2026-0512,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.773,medium,False
TXT-017922,mood_checkin,STU-2026-0512,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.859,medium,False
TXT-017923,mood_checkin,STU-2026-0512,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.904,medium,False
TXT-017924,mood_checkin,STU-2026-0512,Regular school day. Completed notes in English and started the math homework.,neutral,0.832,low,False
TXT-017925,mood_checkin,STU-2026-0512,They made a class group chat without me and were making inside jokes about me today.,isolation,0.876,medium,0
TXT-017926,mood_checkin,STU-2026-0512,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.843,medium,0
TXT-017927,mood_checkin,STU-2026-0512,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.757,medium,False
TXT-017928,mood_checkin,STU-2026-0512,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.845,medium,False
TXT-017929,mood_checkin,STU-2026-0512,"Standard school day, revised chapter 4 during the study break.",neutral,0.749,low,False
TXT-017930,mood_checkin,STU-2026-0512,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.834,medium,0
TXT-017931,mood_checkin,STU-2026-0512,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.753,medium,False
TXT-017932,mood_checkin,STU-2026-0512,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.876,medium,False
TXT-017933,mood_checkin,STU-2026-0512,They made a class group chat without me and were making inside jokes about me today.,isolation,0.802,medium,0
TXT-017934,mood_checkin,STU-2026-0512,"I feel like I don't belong here at all, I have zero friends in my section.",isolation,0.889,medium,0
TXT-017935,mood_checkin,STU-2026-0512,They made a class group chat without me and were making inside jokes about me today.,isolation,0.803,medium,0
TXT-017936,mood_checkin,STU-2026-0512,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.835,medium,False
TXT-017937,mood_checkin,STU-2026-0512,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.859,medium,0
TXT-017938,mood_checkin,STU-2026-0512,"I feel like I don't belong here at all, I have zero friends in my section.",isolation,0.791,medium,0
TXT-017939,mood_checkin,STU-2026-0512,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.815,medium,False
TXT-017940,mood_checkin,STU-2026-0512,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.711,low,False
TXT-017941,mood_checkin,STU-2026-0512,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.813,medium,False
TXT-017942,mood_checkin,STU-2026-0512,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.764,medium,False
TXT-017943,mood_checkin,STU-2026-0512,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.881,medium,False
TXT-017944,mood_checkin,STU-2026-0512,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.767,medium,0
TXT-017945,mood_checkin,STU-2026-0512,They threatened to beat me up after school near the back gate if I tell the teacher.,aggression,0.843,high,True
TXT-017946,mood_checkin,STU-2026-0512,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.906,medium,0
TXT-017947,mood_checkin,STU-2026-0512,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.775,low,False
TXT-017948,mood_checkin,STU-2026-0512,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.847,medium,0
TXT-017949,mood_checkin,STU-2026-0512,"Standard school day, revised chapter 4 during the study break.",neutral,0.808,low,False
TXT-017950,mood_checkin,STU-2026-0512,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.737,low,False
TXT-017951,mood_checkin,STU-2026-0512,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.786,medium,False
TXT-017952,mood_checkin,STU-2026-0512,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.814,medium,False
TXT-017953,mood_checkin,STU-2026-0512,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.846,medium,False
TXT-017954,mood_checkin,STU-2026-0512,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.884,medium,0
TXT-017955,mood_checkin,STU-2026-0512,I am crying almost every day after classes and I don't have anyone to talk to.,distress,0.842,medium,False
TXT-017956,mood_checkin,STU-2026-0512,"I feel like I don't belong here at all, I have zero friends in my section.",isolation,0.846,medium,0
TXT-017957,mood_checkin,STU-2026-0512,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.884,medium,False
TXT-017958,mood_checkin,STU-2026-0512,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.883,medium,False
TXT-017959,mood_checkin,STU-2026-0512,I am crying almost every day after classes and I don't have anyone to talk to.,distress,0.897,medium,False
TXT-017960,mood_checkin,STU-2026-0512,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.846,medium,False
TXT-017961,mood_checkin,STU-2026-0512,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.824,medium,0
TXT-017962,mood_checkin,STU-2026-0512,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.834,medium,0
TXT-017963,mood_checkin,STU-2026-0512,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.794,medium,False
TXT-017964,mood_checkin,STU-2026-0512,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.727,low,False
TXT-017965,mood_checkin,STU-2026-0512,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.955,high,True
TXT-017966,mood_checkin,STU-2026-0512,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.865,low,False
TXT-017967,mood_checkin,STU-2026-0512,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.837,medium,False
TXT-017968,mood_checkin,STU-2026-0512,"Feeling severe burnout, no matter how hard I study my grades keep falling.",distress,0.945,high,True
TXT-017969,mood_checkin,STU-2026-0512,"I feel like I don't belong here at all, I have zero friends in my section.",isolation,0.824,medium,0
TXT-017970,mood_checkin,STU-2026-0512,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.882,medium,False
TXT-017971,mood_checkin,STU-2026-0512,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.86,medium,0
TXT-017972,mood_checkin,STU-2026-0512,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.9,high,True
TXT-017973,mood_checkin,STU-2026-0512,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.835,low,False
TXT-017974,mood_checkin,STU-2026-0512,I am crying almost every day after classes and I don't have anyone to talk to.,distress,0.853,medium,False
TXT-017975,mood_checkin,STU-2026-0512,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.886,medium,0
TXT-017976,mood_checkin,STU-2026-0512,They made a class group chat without me and were making inside jokes about me today.,isolation,0.896,medium,0
TXT-017977,mood_checkin,STU-2026-0512,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.831,medium,0
TXT-017978,mood_checkin,STU-2026-0512,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.808,medium,False
TXT-017979,mood_checkin,STU-2026-0512,"Feeling severe burnout, no matter how hard I study my grades keep falling.",distress,0.763,medium,False
TXT-017980,mood_checkin,STU-2026-0512,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.786,medium,False
TXT-017981,mood_checkin,STU-2026-0512,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.831,medium,False
TXT-017982,mood_checkin,STU-2026-0512,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.829,medium,False
TXT-017983,mood_checkin,STU-2026-0512,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.908,medium,False
TXT-017984,mood_checkin,STU-2026-0512,"I feel like I don't belong here at all, I have zero friends in my section.",isolation,0.797,medium,0
TXT-017985,mood_checkin,STU-2026-0512,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.841,low,False
TXT-017986,mood_checkin,STU-2026-0512,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.751,medium,False
TXT-017987,mood_checkin,STU-2026-0513,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.975,low,False
TXT-017988,mood_checkin,STU-2026-0513,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.852,low,False
TXT-017989,mood_checkin,STU-2026-0513,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.808,low,False
TXT-017990,mood_checkin,STU-2026-0513,Scored well on the math quiz! Hard work is finally paying off.,positive,0.904,low,False
TXT-017991,mood_checkin,STU-2026-0513,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.904,low,False
TXT-017992,mood_checkin,STU-2026-0513,Regular school day. Completed notes in English and started the math homework.,neutral,0.835,low,False
TXT-017993,mood_checkin,STU-2026-0513,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.943,low,False
TXT-017994,mood_checkin,STU-2026-0513,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.824,low,False
TXT-017995,mood_checkin,STU-2026-0513,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.891,low,False
TXT-017996,mood_checkin,STU-2026-0513,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.88,low,False
TXT-017997,mood_checkin,STU-2026-0513,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.925,low,False
TXT-017998,mood_checkin,STU-2026-0513,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.941,low,False
TXT-017999,mood_checkin,STU-2026-0513,Scored well on the math quiz! Hard work is finally paying off.,positive,0.898,low,False
TXT-018000,mood_checkin,STU-2026-0513,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.879,low,False
TXT-018001,mood_checkin,STU-2026-0513,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.882,low,False
TXT-018002,mood_checkin,STU-2026-0513,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.905,low,False
TXT-018003,mood_checkin,STU-2026-0513,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.81,low,False
